VoterIDNum|FirstName|LastName|Address|City|State|Zip|Phone|LastID|2012PresGeneral|2012PresPrimary|2010MidtermGeneral|2010MidtermPrimary|2008PresGeneral|2008PresPrimary|2006MidtermGeneral|2006MidtermPrimary|
774F82AD-C077-AE79-8CF0-DA123E53A45B|Hayfa|Norris|184-1702 Neque. Av.|Glen Echo|MD|20812|(301) 184-0279|5|0|1|0|1|1|1|0|1|
E4E022CA-E564-219D-46EC-BE9BC7C74E1A|Charde|Vincent|Ap #547-5138 Sed Rd.|Cabin John|MD|20818|(301) 527-1340|5|1|0|0|0|1|0|0|1|
C55AB7D9-8147-23FD-3A12-6E9F56F037B1|Alexis|Shields|2630 Purus Rd.|Boyds|MD|20841|(301) 623-8171|3|1|1|0|0|1|1|1|1|
"FE1BAD0A-8AE4-CC9C-3F9F-0A8426759F77|Sierra|Fulton|P.O. Box 195, 9181 Lectus, Avenue|Silver Spring|MD|20902|(301) 394-2130|5|1|0|1|0|1|1|1|0|"
"68BCB575-D577-70E5-813E-ED16F5B8C3B4|Odette|Mcpherson|P.O. Box 313, 8529 Convallis, Avenue|Sandy Spring|MD|20860|(301) 147-1811|3|1|1|0|0|0|0|1|0|"
"A110B9E9-F9EC-FE3F-7921-B16E30B64DF8|Sawyer|Burks|P.O. Box 304, 383 Dolor St.|Brinklow|MD|20862|(301) 330-9987|4|1|0|0|1|0|0|0|0|"
"A9A05C84-9BE7-5BEC-4BD9-30D2BF514D26|Gloria|Riggs|P.O. Box 570, 5979 Amet, Avenue|Bethesda|MD|20817|(301) 991-8988|5|1|0|1|0|1|0|0|1|"
FA83404D-DDFA-3743-13FC-EC3C45F81C55|Cora|Hansen|490-4301 Luctus St.|Bethesda|MD|20889|(301) 971-7876|4|0|1|1|1|1|1|1|1|
50F03375-DEA6-E98F-AAB2-1661E9C9DFB3|Maxwell|Whitaker|Ap #719-608 Adipiscing Rd.|Gaithersburg|MD|20878|(301) 829-5002|1|1|1|0|1|1|0|0|0|
521F64E1-9CF6-BF96-D3D4-76042E575194|Audra|Hester|655-2527 Nec Rd.|Kensington|MD|20895|(301) 977-8686|4|0|1|0|1|0|1|0|1|
DADFA6E3-7AAA-566E-708D-8FE2E4F1EED8|Joy|Saunders|556-1071 Ipsum St.|Ashton|MD|20861|(301) 544-6839|1|1|0|1|0|0|1|0|1|
"0EF8B0FE-9808-7B9F-FE80-4BF19C04DF0D|Mercedes|Tillman|P.O. Box 509, 3823 Cursus Road|Gaithersburg|MD|20899|(301) 210-4527|1|1|0|1|1|1|1|0|1|"
AF980F47-7AAD-1906-75E2-6790EBA065DB|Noelle|Nieves|3998 Erat Street|Silver Spring|MD|20902|(301) 203-1561|4|1|0|1|1|0|1|0|1|
65395FE7-D578-CC9A-FC6F-4B9A627C8931|Kane|Barrett|9980 Primis Street|Silver Spring|MD|20910|(301) 679-4498|4|1|1|1|0|0|1|0|1|
BA5C0639-F538-FC5E-2FDC-1C1ACE43FA5C|Carlos|Sawyer|7484 Molestie Street|Sandy Spring|MD|20860|(301) 852-2964|1|0|0|0|1|0|0|1|0|
82CE5946-6C61-77F5-85B7-2137EA46848A|Xavier|Alford|3388 Morbi Road|Burtonsvlile|MD|20866|(301) 575-7121|5|1|1|1|0|0|0|0|1|
"DDDDFBEC-0CE6-0779-4926-0570C293C442|Kameko|Brock|P.O. Box 717, 9311 Vivamus Rd.|Dickerson|MD|20842|(301) 198-4797|1|0|0|0|1|1|0|0|1|"
"BF270CF2-EC88-5A51-0E2F-D7C25EE98D15|Travis|Spencer|Ap #808-9084 Scelerisque, Road|Cabin John|MD|20818|(301) 329-8635|3|1|1|0|0|0|0|0|0|"
0ADA1F9B-8E27-52CB-B898-C11D7D0B1B17|Joshua|Parks|Ap #864-7950 Ultrices Rd.|Gaithersburg|MD|20899|(301) 449-8900|5|0|0|0|1|0|1|1|1|
A58681A2-8118-039C-114E-48D2D46F1F51|Kyla|Mays|817-8905 Vel St.|Gaithersburg|MD|20878|(301) 422-8120|3|0|1|0|1|1|1|1|1|
64CA13D6-23DC-6632-6E39-A33FB7EC8D17|Vivian|Huff|3315 Mauris Avenue|Bethesda|MD|20816|(301) 794-9321|4|1|1|1|0|0|1|1|1|
6F49D4E5-8E20-1837-E4E9-982039F3DDD0|Alexander|Maxwell|609-7322 Velit Street|Silver Spring|MD|20903|(301) 452-4846|3|0|0|0|1|0|1|1|1|
"0F07FE87-F8DB-DCB3-CBB3-25C4E2F2C975|Urielle|Haley|2423 Lorem, Av.|Rockville|MD|20850|(301) 606-5372|5|1|0|1|1|0|1|1|0|"
11BFF77A-A569-6DF9-AECB-AC2BBC34C470|Timothy|Rosario|569-3017 Lorem. Rd.|Burtonsvlile|MD|20866|(301) 535-0722|1|1|1|0|1|0|0|0|1|
16C28C1A-D302-1551-A60D-E194E1B4B75B|Kelsey|Cooley|192-6828 Felis Avenue|Gaithersburg|MD|20879|(301) 201-6093|1|0|1|0|0|0|0|1|0|
565CFE06-54AE-CA06-FE06-593579185538|Ferdinand|Boyd|Ap #657-5547 Proin Ave|Germantown|MD|20876|(301) 675-3640|3|0|1|1|0|0|1|1|0|
FAF6F498-B11F-1EB9-AE05-0A585A45D8E2|Malik|Wade|Ap #508-9927 Nunc Rd.|Dickerson|MD|20842|(301) 322-2926|5|0|1|1|0|1|0|0|1|
12C0A842-17C0-3468-245B-DAF45CE0D934|Marny|Chambers|Ap #443-436 Lorem Rd.|Rockville|MD|20852|(301) 992-5518|1|0|0|0|0|1|0|0|1|
"8420E9EB-D022-7274-5918-F21F7CD65CE2|Quintessa|Durham|P.O. Box 833, 2871 Eget Road|Gaithersburg|MD|20882|(301) 771-8683|2|0|1|0|1|1|1|1|1|"
ECFA7CB1-6363-5533-D9FA-5515BBACFA95|Elijah|Valencia|Ap #625-5594 Est. Ave|Silver Spring|MD|20910|(301) 465-4675|4|0|0|1|1|0|1|1|0|
"688B52AB-4554-4CF8-BF24-FFFA470067D1|Brody|Patterson|P.O. Box 132, 5171 Orci. Avenue|Silver Spring|MD|20903|(301) 797-2945|1|1|0|0|1|1|1|1|1|"
"528FFDDE-7615-1C49-9314-133500199412|Howard|Ballard|731-2498 Augue, Rd.|Rockville|MD|20852|(301) 535-7252|3|1|0|1|0|1|1|0|0|"
AF181D43-7E96-EF07-19E5-31D1AB02ECA6|Nomlanga|Alford|327-3994 A St.|Derwood|MD|20855|(301) 255-7368|3|0|0|0|0|1|1|0|1|
D44BA1AE-8133-ABCE-5356-DC0D6E22A625|Lane|Lindsey|Ap #427-4989 Mauris St.|Bethesda|MD|20889|(301) 770-9291|4|0|1|1|0|1|0|0|0|
DA356A12-1CCE-A09B-FC88-1EF047BD7F5D|Idola|Church|Ap #154-251 Vehicula Rd.|Damascus|MD|20872|(301) 983-8227|3|1|0|1|1|0|0|1|1|
"881B3E8D-BB2B-1FCC-4F8B-8E46D0EECCD5|Christopher|Cochran|P.O. Box 682, 4237 Metus Rd.|Gaithersburg|MD|20882|(301) 755-4080|4|1|0|1|1|1|0|0|0|"
476BD0C3-42B5-A662-7BE9-76F818AD4E67|Daphne|Cook|4868 Nunc Road|Cabin John|MD|20818|(301) 158-6887|1|0|1|1|0|0|1|1|1|
7C389F84-5034-10B7-A1EB-E0615376E7FC|Xyla|Cantrell|8247 Lectus Street|Highland|MD|20777|(301) 948-7653|3|0|1|1|0|0|0|1|0|
37F58EB6-AD9E-84EC-2324-C3770A98DD78|Jescie|Cantu|9031 Consequat Av.|Silver Spring|MD|20910|(301) 833-6924|2|1|1|1|0|1|1|0|0|
"6345A530-61C5-1AA9-27E9-3F106A43CAFB|Tara|Barrera|428-857 Vitae, Rd.|Derwood|MD|20855|(301) 584-4326|2|0|1|0|1|0|0|0|1|"
FDA0EB5D-2AAC-FA86-414F-920715E0063D|Carly|Pitts|Ap #378-1393 Nunc Rd.|Rockville|MD|20851|(301) 839-7663|5|1|0|0|0|0|1|0|1|
"382C74DA-8886-01ED-406B-69C241372B8B|Salvador|Bass|P.O. Box 983, 8058 Tortor. St.|Gaithersburg|MD|20899|(301) 653-1356|2|0|1|0|1|1|1|1|0|"
"D8D44B66-68D6-B5D3-372A-318E96A497B7|Wynne|Miranda|P.O. Box 989, 4167 Dolor. Rd.|Spencerville|MD|20868|(301) 769-2747|1|0|1|0|1|0|0|1|0|"
#N/A
9A3BE8D3-EBB4-3A02-BFDB-EC84BFF68F44|Camille|Hunter|Ap #148-1591 Consectetuer Street|Bethesda|MD|20892|(301) 530-5869|4|0|0|1|0|1|1|1|0|
1FADA68D-C26E-43FF-DD4B-FCE9FD494BE4|Dalton|Pratt|5869 Nullam Rd.|Cabin John|MD|20818|(301) 541-6018|3|1|1|0|1|1|0|1|1|
F98A1C33-CEA9-70D3-8241-037B0515E460|Linda|Levy|6634 Nisi Av.|Rockville|MD|20852|(301) 935-2270|3|1|0|0|0|1|1|0|0|
"7044C537-428E-5C13-05DA-95ABEA26A761|Camden|Hammond|5177 Lorem, Rd.|Glen Echo|MD|20812|(301) 279-9701|2|0|0|1|1|1|1|1|0|"
"80A4CE76-DA15-9E26-D28B-15743B77ACF9|Jaquelyn|Levy|P.O. Box 922, 9360 Cras Ave|Damascus|MD|20872|(301) 260-0042|2|1|0|0|0|0|1|1|1|"
"3ED4FB6E-F199-5DBE-67E4-E1536AA7FA3C|Roary|Ayala|P.O. Box 462, 8860 Donec St.|Spencerville|MD|20868|(301) 763-9230|1|0|1|1|0|1|1|0|1|"
5359896C-19B5-9DE6-1699-54C043FEC2E5|Amber|Sosa|475-3073 Gravida Av.|Damascus|MD|20872|(301) 976-2184|3|1|0|0|1|0|1|1|1|
211CEC03-4CF6-4899-8339-09181B84FC60|Lamar|Curtis|Ap #959-295 Id Rd.|Gaithersburg|MD|20899|(301) 671-6941|2|0|0|1|1|1|0|0|1|
"805CBC98-3C56-E50F-D65B-C20B7B2F7D87|Nissim|Figueroa|P.O. Box 633, 947 In St.|Spencerville|MD|20868|(301) 434-3417|3|0|1|1|1|0|0|0|0|"
6253A9D8-4E47-0314-C6B3-9D34D8A29F9D|Mary|Joseph|794-4732 Commodo St.|Bethesda|MD|20817|(301) 963-6265|5|0|1|0|0|0|1|1|1|
016805F5-E4C4-90D6-D9F7-7ACE02F5A9FB|Malcolm|Merrill|Ap #983-4444 Malesuada Avenue|Highland|MD|20777|(301) 901-5799|1|1|1|1|1|0|1|1|0|
184101BE-A9FC-DBB7-6032-AB598A15C70C|Madeson|Shields|848-2165 Dui. St.|Silver Spring|MD|20901|(301) 933-0750|5|1|1|1|1|0|1|1|0|
BC82332D-4B3F-22CD-BA4E-D24A54DF7BA8|Ivy|Nguyen|7377 Sed Street|Silver Spring|MD|20910|(301) 749-3586|4|1|1|0|0|0|0|1|1|
"C3C8C8A8-BA4D-6A9F-727E-C3E7EAA3E17A|Ria|Hutchinson|P.O. Box 931, 8788 Ultrices St.|Bethesda|MD|20889|(301) 987-4034|1|0|0|0|0|1|1|1|0|"
"33A17820-49BE-D15C-EEBD-FC3B6D3DFEF5|Nissim|Lott|P.O. Box 836, 6041 Arcu Rd.|Clarksburg|MD|20871|(301) 856-5323|3|1|1|1|0|0|1|1|1|"
"C30772CE-4740-FC26-4420-871C99C5847F|Tanek|Keith|1321 Enim, Street|Sandy Spring|MD|20860|(301) 349-3787|1|0|0|1|0|1|0|0|0|"
66E2BA0B-090F-51AE-BB8D-33D7653636B9|Quincy|Guy|Ap #917-7570 Molestie Ave|Silver Spring|MD|20904|(301) 984-0904|4|1|0|1|1|0|0|0|1|
1149126D-8AE3-5B53-41BC-5DCA8CDA49AB|Medge|Douglas|478-218 Nec Av.|Silver Spring|MD|20905|(301) 862-4454|2|1|0|1|0|0|0|1|1|
8D3D21F7-BC1D-90BC-A51C-F57279348A6B|Amir|Walsh|967-1425 Porttitor Street|Montgomery Village|MD|20886|(301) 836-5163|3|0|1|1|1|0|0|1|0|
"9124DF64-5EA5-7176-C68A-7B363FDD4B7E|Whoopi|Harding|P.O. Box 874, 4671 Velit Av.|Sandy Spring|MD|20860|(301) 992-3559|5|0|0|1|0|0|0|1|0|"
"8F85D4E9-288F-C493-F6B7-6493CDC67DD3|Carter|Kennedy|P.O. Box 374, 5772 Consectetuer Ave|Bethesda|MD|20894|(301) 539-1502|4|0|1|1|0|0|0|1|1|"
4ADD2C7C-0F5C-BEBD-71FE-8FAD462883E4|Imani|Rosario|Ap #971-3047 Tincidunt Street|Bethesda|MD|20889|(301) 841-6004|2|0|0|0|0|0|1|0|0|
891D2B60-3150-670D-6217-739B1447FE1F|Kylan|Park|423-2407 Nam Avenue|Highland|MD|20777|(301) 839-5411|4|1|0|1|0|0|1|1|0|
302E3AA7-EE79-0D16-7598-F657B3060C5D|Arden|Hayes|6634 Mollis Ave|Highland|MD|20777|(301) 835-3708|3|0|1|0|0|0|0|0|0|
C434DD06-6227-795E-36CF-23B5AE346FF9|Chava|Mcdaniel|Ap #644-3942 Cursus Road|Takoma Park|MD|20912|(301) 684-0312|5|1|1|1|0|1|1|1|0|
C5C0E019-CFF0-2820-BD8A-1CE4B51D781B|Vaughan|Maxwell|Ap #512-5992 Integer Ave|Dickerson|MD|20842|(301) 846-9282|2|0|0|0|1|0|1|1|1|
9F80BE1C-D3E6-A551-CE62-B35B0B80CC1A|Nash|Huff|9843 A Av.|Spencerville|MD|20868|(301) 128-6643|2|1|0|1|0|1|0|1|1|
60315B9C-0EF8-F483-B0DF-D54531221F95|Gemma|Barry|Ap #857-7380 Suspendisse Rd.|Silver Spring|MD|20910|(301) 662-1333|4|1|0|0|0|1|0|1|0|
59387609-07C7-91B6-8CE0-A232D51B57BF|Oliver|Petty|Ap #409-4997 Nunc Ave|Brinklow|MD|20862|(301) 387-2280|3|0|0|0|0|0|1|1|0|
"12F2BA98-A5B0-2A2A-ED81-F6C4EC51E210|Adele|Travis|P.O. Box 366, 5663 Nec Road|Dickerson|MD|20842|(301) 418-9577|4|0|0|0|0|1|0|0|0|"
E83FECF4-FAEF-D224-4D67-F449970737EC|Bryar|Ware|944-7356 Hendrerit Rd.|Mount Airy|MD|21771|(301) 470-4917|5|1|1|1|1|0|0|0|1|
"0CEADFCE-F73D-EBA4-EC71-5375648AB46C|Aiko|Hardy|P.O. Box 555, 9707 Mauris St.|Rockville|MD|20850|(301) 129-7933|5|0|1|1|0|0|0|0|0|"
BF29F8BC-203C-3E10-1B50-F4E870131197|Solomon|Atkinson|530 Mauris Rd.|Woodbine|MD|21797|(301) 270-7614|4|0|1|0|1|0|1|0|1|
441B2BE5-B288-635A-4C86-5F942AA24C8D|Olga|Browning|756-2619 Nam Street|Bethesda|MD|20894|(301) 463-2858|1|1|1|1|0|1|0|1|1|
"783362FB-FA14-E73C-E1CF-FF2442004820|Aspen|Perry|Ap #848-6137 Eu, Ave|Boyds|MD|20841|(301) 324-1230|4|1|0|1|0|0|0|0|1|"
"2D1FF7F5-A656-EE70-FCD5-2074B944FD4F|Jaden|Waters|P.O. Box 939, 8615 Velit Road|Rockville|MD|20853|(301) 404-9510|1|0|0|0|0|1|0|0|0|"
"81796570-E85B-4FC3-39F4-B3BEED3E4F8F|Rigel|Preston|P.O. Box 412, 696 Cursus Av.|Gaithersburg|MD|20882|(301) 281-1518|1|0|0|1|1|1|1|1|0|"
4F08B96B-B6CE-EF57-3E8B-444FDC5780F4|Chandler|Lowe|785-6506 Lectus Rd.|Gaithersburg|MD|20878|(301) 570-2866|3|0|1|0|1|0|0|1|0|
3A5D95A2-1C21-0A49-E497-BC1405A347AF|Jorden|Pate|5856 Quisque Street|Silver Spring|MD|20903|(301) 683-1295|5|0|0|0|0|1|1|0|1|
"691447DE-D319-17E1-8EB5-E336A7432C0B|Joelle|Hewitt|P.O. Box 345, 6402 Tellus St.|Silver Spring|MD|20904|(301) 888-2403|4|1|0|0|0|0|1|1|1|"
"A3FF2C90-4DE5-A49B-A6C3-A311C317AE76|Keith|Guzman|3142 Sed, Avenue|Germantown|MD|20876|(301) 288-5915|1|0|0|1|0|1|1|0|0|"
77A3C938-20E7-86B1-07C7-EBB36BE32528|Vernon|Duke|2297 Nunc St.|Gaithersburg|MD|20882|(301) 670-4649|3|1|1|0|1|0|1|1|1|
"A87B6EC8-9E6A-6915-A300-C15E68EC1C72|Kennan|Leblanc|P.O. Box 381, 5883 Non, Rd.|Sandy Spring|MD|20860|(301) 161-4400|4|0|0|1|1|0|1|0|1|"
"AC55CA12-B271-F900-E273-9687BEA83387|Ramona|Sweet|P.O. Box 286, 3849 Quis Rd.|Burtonsvlile|MD|20866|(301) 549-3930|2|0|0|1|1|1|0|0|0|"
22ECA9C2-9122-8C23-E50C-42249BAC87B0|Kadeem|Cain|Ap #593-6523 At Ave|Laurel|MD|20707|(301) 495-5166|3|1|1|0|1|1|1|1|1|
2A8E6E4E-F6D3-BC16-3327-2143F56771F7|Lael|Barry|230-4723 Dignissim Ave|Burtonsvlile|MD|20866|(301) 845-0522|1|0|1|1|1|1|0|1|0|
6C703D42-7D23-E23B-66D6-C9C173462546|Destiny|Dodson|912-5896 Nonummy. Road|Silver Spring|MD|20902|(301) 648-8714|2|1|0|0|0|0|1|0|1|
E6E1562C-92DF-0070-340D-BE049AE4E45E|Eden|Moon|Ap #882-2783 Purus Rd.|Silver Spring|MD|20905|(301) 844-8346|5|0|1|1|1|0|1|0|1|
2DE36D1B-8D9D-246E-999C-44B4DD46E880|Kevyn|Chaney|1063 Amet Avenue|Glen Echo|MD|20812|(301) 352-2316|3|0|0|0|1|0|1|0|1|
F9885982-FB70-9C08-E4BF-30A5B04B57CE|Sydnee|Whitehead|441-4107 Interdum. Avenue|Rockville|MD|20850|(301) 606-6192|5|0|0|1|1|1|0|1|1|
E63E3681-4E7C-B6B2-5836-48140B46F228|Elliott|Bonner|Ap #116-919 Integer Road|Highland|MD|20777|(301) 340-6310|2|0|1|0|0|1|1|0|1|
59F5E18B-E819-3A32-65B7-8ABD74723FA9|Felix|Mcdowell|2110 Quam Road|Brookeville|MD|20833|(301) 628-0861|3|0|1|0|0|0|1|0|1|
7E927544-2BB3-2D66-2ADA-C459682C3F20|Lacota|Silva|442-2664 Laoreet Road|Burtonsvlile|MD|20866|(301) 944-1892|4|1|0|1|0|1|1|1|0|
96D6F157-663D-3B42-0994-57F5A406DE41|Allistair|Serrano|980 Ligula Street|Laurel|MD|20707|(301) 858-7472|2|0|0|0|1|0|0|1|0|
75C86303-14E1-6409-2ABA-D22F19AA8FA1|Marsden|Stewart|579-3653 Lacus. Av.|Bethesda|MD|20889|(301) 970-9260|2|1|0|1|0|0|1|1|1|
"C541622E-3153-A7EB-1304-5A738C043B4E|Cadman|Powers|P.O. Box 680, 5930 Eget Road|Bethesda|MD|20892|(301) 793-1453|3|0|1|1|1|1|1|0|1|"
AE938F88-32AE-FA7D-FF7F-FCAEBC8CD521|Yasir|Branch|916 Arcu Rd.|Bethesda|MD|20814|(301) 774-3288|5|1|1|0|0|1|1|1|1|
FF69E82F-0990-7F54-4E44-0421C6D93D96|Nevada|Barlow|9062 Proin St.|Bethesda|MD|20894|(301) 683-1109|1|0|0|0|1|0|0|1|0|
